id,song_name,artist,pic_url,preview_url,release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,test,index
7Ar4G7Ci11gpt6sfH9Cgz5,Listen to the Music,The Doobie Brothers,https://i.scdn.co/image/ab67616d0000b2736f4433e965a9ee12556ecd12,https://p.scdn.co/mp3-preview/b93175e14bc19ad255f14ed293ca396cfaa1c9b9?cid=f4f54a850da14f27a6e2b44603fe8013,1972,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,audio_features,spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,https://api.spotify.com/v1/tracks/7Ar4G7Ci11gpt6sfH9Cgz5,https://api.spotify.com/v1/audio-analysis/7Ar4G7Ci11gpt6sfH9Cgz5,227267,4,0,736
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,https://i.scdn.co/image/ab67616d0000b2730085dd4362653ef4c54ebbeb,,1971,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,audio_features,spotify:track:1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/tracks/1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/audio-analysis/1fDsrQ23eTAVFElUMaf38X,516893,4,0,738
1bp2IO61zbQrbWNmKKxg3f,The Joker,Steve Miller Band,https://i.scdn.co/image/ab67616d0000b273375445cc7a2aedff11361b51,,1973,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,audio_features,spotify:track:1bp2IO61zbQrbWNmKKxg3f,https://api.spotify.com/v1/tracks/1bp2IO61zbQrbWNmKKxg3f,https://api.spotify.com/v1/audio-analysis/1bp2IO61zbQrbWNmKKxg3f,264504,4,0,739
1oYYd2gnWZYrt89EBXdFiO,Message In A Bottle,The Police,https://i.scdn.co/image/ab67616d0000b2738ec81cc654b45ade8bdf1486,,1979,0.577,0.808,1,-7.04,0,0.039,0.0338,1.33e-05,0.221,0.869,151.008,audio_features,spotify:track:1oYYd2gnWZYrt89EBXdFiO,https://api.spotify.com/v1/tracks/1oYYd2gnWZYrt89EBXdFiO,https://api.spotify.com/v1/audio-analysis/1oYYd2gnWZYrt89EBXdFiO,290280,4,0,740
7pKfPomDEeI4TPT6EOYjn9,Imagine - Remastered 2010,John Lennon,https://i.scdn.co/image/ab67616d0000b27399581550ef9746ca582bb3cc,,1971,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,audio_features,spotify:track:7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/tracks/7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/audio-analysis/7pKfPomDEeI4TPT6EOYjn9,187867,4,0,741
2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,Elton John,https://i.scdn.co/image/ab67616d0000b273d03ab2da904d8251a87bbc31,,1971,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,audio_features,spotify:track:2TVxnKdb3tqe1nhQWwwZCO,https://api.spotify.com/v1/tracks/2TVxnKdb3tqe1nhQWwwZCO,https://api.spotify.com/v1/audio-analysis/2TVxnKdb3tqe1nhQWwwZCO,377093,4,0,742
1JQ6Xm1JrvHfvAqhl5pwaA,Easy,Commodores,https://i.scdn.co/image/ab67616d0000b27340eea368f4fb5f5ee6dcd9a8,,1977,0.589,0.384,10,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,audio_features,spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA,https://api.spotify.com/v1/tracks/1JQ6Xm1JrvHfvAqhl5pwaA,https://api.spotify.com/v1/audio-analysis/1JQ6Xm1JrvHfvAqhl5pwaA,256427,4,0,743
7GVUmCP00eSsqc4tzj1sDD,Come and Get Your Love - Single Version,Redbone,https://i.scdn.co/image/ab67616d0000b27346814e1b44e54d806753801e,https://p.scdn.co/mp3-preview/beb70a209af1e258ff3af3a01c92cc6a7295c7bb?cid=f4f54a850da14f27a6e2b44603fe8013,1973,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,audio_features,spotify:track:7GVUmCP00eSsqc4tzj1sDD,https://api.spotify.com/v1/tracks/7GVUmCP00eSsqc4tzj1sDD,https://api.spotify.com/v1/audio-analysis/7GVUmCP00eSsqc4tzj1sDD,205933,4,0,744
6XUHsYE38CEbYunT983O9G,Give A Little Bit,Supertramp,https://i.scdn.co/image/ab67616d0000b273bddcc30c6a3288e725aec2df,,1977,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,audio_features,spotify:track:6XUHsYE38CEbYunT983O9G,https://api.spotify.com/v1/tracks/6XUHsYE38CEbYunT983O9G,https://api.spotify.com/v1/audio-analysis/6XUHsYE38CEbYunT983O9G,248173,4,0,745
4bEb3KE4mSKlTFjtWJQBqO,Don't Stop - 2004 Remaster,Fleetwood Mac,https://i.scdn.co/image/ab67616d0000b27357df7ce0eac715cf70e519a7,https://p.scdn.co/mp3-preview/64b1e9388ec19f29fa36d38d1f80f56d77df56a3?cid=f4f54a850da14f27a6e2b44603fe8013,1977,0.671,0.71,9,-7.724,1,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,audio_features,spotify:track:4bEb3KE4mSKlTFjtWJQBqO,https://api.spotify.com/v1/tracks/4bEb3KE4mSKlTFjtWJQBqO,https://api.spotify.com/v1/audio-analysis/4bEb3KE4mSKlTFjtWJQBqO,193347,4,0,746
1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d0000b273e71708b667804f6241dd1a59,https://p.scdn.co/mp3-preview/dc5f37a0150178ec981bfe2c7bd702d0437e9630?cid=f4f54a850da14f27a6e2b44603fe8013,1977,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,audio_features,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL,261413,4,0,747
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,The Who,https://i.scdn.co/image/ab67616d0000b273fe24dcd263c08c6dd84b6e8c,,1971,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,audio_features,spotify:track:3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/tracks/3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/audio-analysis/3qiyyUfYe7CRYLucrPmulD,300400,4,0,748
3mRM4NM8iO7UBqrSigCQFH,Stayin' Alive,Bee Gees,https://i.scdn.co/image/ab67616d0000b27352038992fc6d7868f31d23b7,,1979,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,audio_features,spotify:track:3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/tracks/3mRM4NM8iO7UBqrSigCQFH,https://api.spotify.com/v1/audio-analysis/3mRM4NM8iO7UBqrSigCQFH,285373,4,0,749
6JRLFiX9NJSoRRKxowlBYr,Is This Love,Bob Marley & The Wailers,https://i.scdn.co/image/ab67616d0000b273387799441ba867649dfbb702,,1978,0.776,0.559,6,-8.375,0,0.103,0.11,0.0,0.0671,0.758,122.242,audio_features,spotify:track:6JRLFiX9NJSoRRKxowlBYr,https://api.spotify.com/v1/tracks/6JRLFiX9NJSoRRKxowlBYr,https://api.spotify.com/v1/audio-analysis/6JRLFiX9NJSoRRKxowlBYr,232200,4,0,750
0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remaster,David Bowie,https://i.scdn.co/image/ab67616d0000b273c41f4e1133b0e6c5fcf58680,https://p.scdn.co/mp3-preview/6b0a9731bccd31cea4f1e229800e82b5c7be8f53?cid=f4f54a850da14f27a6e2b44603fe8013,1972,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,audio_features,spotify:track:0pQskrTITgmCMyr85tb9qq,https://api.spotify.com/v1/tracks/0pQskrTITgmCMyr85tb9qq,https://api.spotify.com/v1/audio-analysis/0pQskrTITgmCMyr85tb9qq,254293,4,0,751
6ztstiyZL6FXzh4aG46ZPD,Boogie Wonderland,"Earth, Wind & Fire",https://i.scdn.co/image/ab67616d0000b2735ccd022a69a4da9551efd988,https://p.scdn.co/mp3-preview/06c36139896754af7269ca5540bcd522e598518a?cid=f4f54a850da14f27a6e2b44603fe8013,1979,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,audio_features,spotify:track:6ztstiyZL6FXzh4aG46ZPD,https://api.spotify.com/v1/tracks/6ztstiyZL6FXzh4aG46ZPD,https://api.spotify.com/v1/audio-analysis/6ztstiyZL6FXzh4aG46ZPD,288293,4,0,752
0KMGxYKeUzK9wc5DZCt3HT,If You Leave Me Now,Chicago,https://i.scdn.co/image/ab67616d0000b2731de27f12958ceb8b1f65461a,https://p.scdn.co/mp3-preview/0c2f81d7582232eac12276cc093f67583b9a81d7?cid=f4f54a850da14f27a6e2b44603fe8013,1976,0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,audio_features,spotify:track:0KMGxYKeUzK9wc5DZCt3HT,https://api.spotify.com/v1/tracks/0KMGxYKeUzK9wc5DZCt3HT,https://api.spotify.com/v1/audio-analysis/0KMGxYKeUzK9wc5DZCt3HT,235373,4,0,753
70C4NyhjD5OZUMzvWZ3njJ,Piano Man,Billy Joel,https://i.scdn.co/image/ab67616d0000b273aff4aef671b2510be7c115b3,https://p.scdn.co/mp3-preview/15c3badbac17e832e321cfb0be8f53f92708021b?cid=f4f54a850da14f27a6e2b44603fe8013,1973,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,audio_features,spotify:track:70C4NyhjD5OZUMzvWZ3njJ,https://api.spotify.com/v1/tracks/70C4NyhjD5OZUMzvWZ3njJ,https://api.spotify.com/v1/audio-analysis/70C4NyhjD5OZUMzvWZ3njJ,339000,3,0,756
4a5pNRjwmzYQuEY1E7O6pj,Breakfast In America - 2010 Remastered,Supertramp,https://i.scdn.co/image/ab67616d0000b2735405ef9e393f5f1e53b4b42e,,1979,0.532,0.663,0,-5.886,0,0.0292,0.425,1.07e-06,0.0734,0.756,75.14,audio_features,spotify:track:4a5pNRjwmzYQuEY1E7O6pj,https://api.spotify.com/v1/tracks/4a5pNRjwmzYQuEY1E7O6pj,https://api.spotify.com/v1/audio-analysis/4a5pNRjwmzYQuEY1E7O6pj,159347,4,0,757
4JfuiOWlWCkjP6OKurHjSn,Walk This Way,Aerosmith,https://i.scdn.co/image/ab67616d0000b2738cffbbb7fe8645a486a85ea9,,1975,0.653,0.73,5,-10.613,1,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709,audio_features,spotify:track:4JfuiOWlWCkjP6OKurHjSn,https://api.spotify.com/v1/tracks/4JfuiOWlWCkjP6OKurHjSn,https://api.spotify.com/v1/audio-analysis/4JfuiOWlWCkjP6OKurHjSn,220311,4,0,758
2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,Carly Simon,https://i.scdn.co/image/ab67616d0000b273143aaf19ecc28c7b41d42d9d,https://p.scdn.co/mp3-preview/64de489763e2f6f83f1ea86152f322656fc494b6?cid=f4f54a850da14f27a6e2b44603fe8013,1972,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,audio_features,spotify:track:2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/tracks/2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/audio-analysis/2DnJjbjNTV9Nd5NOa1KGba,258411,4,0,759
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult,https://i.scdn.co/image/ab67616d0000b2733ac318439ae56ce048d7bf5d,https://p.scdn.co/mp3-preview/ad97ce828e504498e211b6525c5ccee86642786b?cid=f4f54a850da14f27a6e2b44603fe8013,1976,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,audio_features,spotify:track:5QTxFnGygVM4jFQiBovmRo,https://api.spotify.com/v1/tracks/5QTxFnGygVM4jFQiBovmRo,https://api.spotify.com/v1/audio-analysis/5QTxFnGygVM4jFQiBovmRo,308120,4,0,760
5IMtdHjJ1OtkxbGe4zfUxQ,Escape (The Pina Colada Song),Rupert Holmes,https://i.scdn.co/image/ab67616d0000b273af7afb5c49afd3133fa2a6c9,,1979,0.836,0.509,0,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,audio_features,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ,https://api.spotify.com/v1/tracks/5IMtdHjJ1OtkxbGe4zfUxQ,https://api.spotify.com/v1/audio-analysis/5IMtdHjJ1OtkxbGe4zfUxQ,276493,4,0,761
63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,Al Green,https://i.scdn.co/image/ab67616d0000b273a1fc113a6858d0824d9aaf38,https://p.scdn.co/mp3-preview/027817c11eaff28a45d96046a1c5da43d8a1e155?cid=f4f54a850da14f27a6e2b44603fe8013,1972,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,audio_features,spotify:track:63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/tracks/63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/audio-analysis/63xdwScd1Ai1GigAwQxE8y,199396,4,0,762
6KTv0Z8BmVqM7DPxbGzpVC,Rock And Roll All Nite,KISS,https://i.scdn.co/image/ab67616d0000b27365a7b0a6969f0efcde4b5aca,,1975,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,audio_features,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/tracks/6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/audio-analysis/6KTv0Z8BmVqM7DPxbGzpVC,168840,4,0,763
2BY7ALEWdloFHgQZG6VMLA,Brandy (You're a Fine Girl),Looking Glass,https://i.scdn.co/image/ab67616d0000b2734c95b7cf28c3015c914218e4,https://p.scdn.co/mp3-preview/0e7f01cc3908ccf6a70822b81a8d1834822cb1fc?cid=f4f54a850da14f27a6e2b44603fe8013,1972,0.716,0.625,1,-11.369,0,0.0601,0.396,1.97e-05,0.134,0.826,125.276,audio_features,spotify:track:2BY7ALEWdloFHgQZG6VMLA,https://api.spotify.com/v1/tracks/2BY7ALEWdloFHgQZG6VMLA,https://api.spotify.com/v1/audio-analysis/2BY7ALEWdloFHgQZG6VMLA,186827,4,0,764
73TxYZd0lBCVRrHawrAglA,Sweet Emotion,Aerosmith,https://i.scdn.co/image/ab67616d0000b2738cffbbb7fe8645a486a85ea9,,1975,0.379,0.76,9,-10.961,1,0.0378,0.00298,0.0296,0.104,0.491,99.436,audio_features,spotify:track:73TxYZd0lBCVRrHawrAglA,https://api.spotify.com/v1/tracks/73TxYZd0lBCVRrHawrAglA,https://api.spotify.com/v1/audio-analysis/73TxYZd0lBCVRrHawrAglA,274088,4,0,765
6Dk5fHTvH897XrVzCO64Mx,What You Won't Do for Love,Bobby Caldwell,https://i.scdn.co/image/ab67616d0000b2730f98789111606f77a27d6f67,https://p.scdn.co/mp3-preview/506f4b71189caddd52150d8a7f4f0b1cfc23ef06?cid=f4f54a850da14f27a6e2b44603fe8013,1978,0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,audio_features,spotify:track:6Dk5fHTvH897XrVzCO64Mx,https://api.spotify.com/v1/tracks/6Dk5fHTvH897XrVzCO64Mx,https://api.spotify.com/v1/audio-analysis/6Dk5fHTvH897XrVzCO64Mx,286493,4,0,766
1hQFF33xi8ruavZNyovtUN,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,https://i.scdn.co/image/ab67616d0000b273206e2e76c3a706e4734d18ab,https://p.scdn.co/mp3-preview/a92fa5140f2248a7f8669ab6620ca901528c6231?cid=f4f54a850da14f27a6e2b44603fe8013,1975,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,audio_features,spotify:track:1hQFF33xi8ruavZNyovtUN,https://api.spotify.com/v1/tracks/1hQFF33xi8ruavZNyovtUN,https://api.spotify.com/v1/audio-analysis/1hQFF33xi8ruavZNyovtUN,197147,4,0,767
5BckPAYcKEJuYs1eV1BHHe,Take A Chance On Me,ABBA,https://i.scdn.co/image/ab67616d0000b2736f705bef76c1d861c4d51d8c,,1977,0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,0.924,107.064,audio_features,spotify:track:5BckPAYcKEJuYs1eV1BHHe,https://api.spotify.com/v1/tracks/5BckPAYcKEJuYs1eV1BHHe,https://api.spotify.com/v1/audio-analysis/5BckPAYcKEJuYs1eV1BHHe,243933,4,0,768
5EOoMWIB9iK4ZpcSex9Ec7,Old Time Rock & Roll,Bob Seger,https://i.scdn.co/image/ab67616d0000b273ef063cb80508c55eb443a671,,1978,0.714,0.937,6,-2.947,1,0.0399,0.206,0.0,0.0731,0.964,124.13,audio_features,spotify:track:5EOoMWIB9iK4ZpcSex9Ec7,https://api.spotify.com/v1/tracks/5EOoMWIB9iK4ZpcSex9Ec7,https://api.spotify.com/v1/audio-analysis/5EOoMWIB9iK4ZpcSex9Ec7,194147,4,0,769
4KfSdst7rW39C0sfhArdrz,Barracuda,Heart,https://i.scdn.co/image/ab67616d0000b2739cef5b2e4c9104c678973f44,https://p.scdn.co/mp3-preview/b742393cfac34ba605f319a4a8169ed2581bd18b?cid=f4f54a850da14f27a6e2b44603fe8013,1977,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,audio_features,spotify:track:4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/tracks/4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/audio-analysis/4KfSdst7rW39C0sfhArdrz,261933,4,0,770
77oU2rjC5XbjQfNe3bD6so,Beast Of Burden - Remastered 1994,The Rolling Stones,https://i.scdn.co/image/ab67616d0000b27305c7aec05eabf142cc33b936,,1978,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,audio_features,spotify:track:77oU2rjC5XbjQfNe3bD6so,https://api.spotify.com/v1/tracks/77oU2rjC5XbjQfNe3bD6so,https://api.spotify.com/v1/audio-analysis/77oU2rjC5XbjQfNe3bD6so,265173,4,0,771
476V2d6iA2tWXgQboKmTtA,Father And Son,Yusuf / Cat Stevens,https://i.scdn.co/image/ab67616d0000b273e7248738c2f7ce3b5584b15d,,1970,0.495,0.326,7,-12.29,1,0.0365,0.541,8.85e-05,0.0996,0.371,136.243,audio_features,spotify:track:476V2d6iA2tWXgQboKmTtA,https://api.spotify.com/v1/tracks/476V2d6iA2tWXgQboKmTtA,https://api.spotify.com/v1/audio-analysis/476V2d6iA2tWXgQboKmTtA,221120,4,0,772
46eu3SBuFCXWsPT39Yg3tJ,Don't Stop 'Til You Get Enough,Michael Jackson,https://i.scdn.co/image/ab67616d0000b2737027294551db4fda68b5ddac,https://p.scdn.co/mp3-preview/266818d14bb3fd8ef1cd8f67115f60034a786e22?cid=f4f54a850da14f27a6e2b44603fe8013,1979,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,audio_features,spotify:track:46eu3SBuFCXWsPT39Yg3tJ,https://api.spotify.com/v1/tracks/46eu3SBuFCXWsPT39Yg3tJ,https://api.spotify.com/v1/audio-analysis/46eu3SBuFCXWsPT39Yg3tJ,365467,4,0,773
6mHOcVtsHLMuesJkswc0GZ,The Logical Song - Remastered 2010,Supertramp,https://i.scdn.co/image/ab67616d0000b2735405ef9e393f5f1e53b4b42e,,1979,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,audio_features,spotify:track:6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/tracks/6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/audio-analysis/6mHOcVtsHLMuesJkswc0GZ,251253,4,0,774
1QbOvACeYanja5pbnJbAmk,"Take Me Home, Country Roads",John Denver,https://i.scdn.co/image/ab67616d0000b273a19cee952b6dae128d68f116,https://p.scdn.co/mp3-preview/b0805419e05dd1872abea1d5a798399be024cde8?cid=f4f54a850da14f27a6e2b44603fe8013,1997,0.38,0.43,9,-12.564,1,0.0288,0.546,1.71e-05,0.188,0.547,82.204,audio_features,spotify:track:1QbOvACeYanja5pbnJbAmk,https://api.spotify.com/v1/tracks/1QbOvACeYanja5pbnJbAmk,https://api.spotify.com/v1/audio-analysis/1QbOvACeYanja5pbnJbAmk,197813,4,0,775
0q21FNwES2bbtcduB6kjEU,Dancing in the Moonlight,King Harvest,https://i.scdn.co/image/ab67616d0000b273dcd829318f889df294d2bb7a,https://p.scdn.co/mp3-preview/7a9886f285cbed054d2209c1076094f573f97de2?cid=f4f54a850da14f27a6e2b44603fe8013,1973,0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975,audio_features,spotify:track:0q21FNwES2bbtcduB6kjEU,https://api.spotify.com/v1/tracks/0q21FNwES2bbtcduB6kjEU,https://api.spotify.com/v1/audio-analysis/0q21FNwES2bbtcduB6kjEU,181133,4,0,776
7Jh1bpe76CNTCgdgAdBw4Z,Heroes - 2017 Remaster,David Bowie,https://i.scdn.co/image/ab67616d0000b273204f41d52743c6a9efd62985,https://p.scdn.co/mp3-preview/9c4ff8b06fa3aa92572737ab3616578b20993e14?cid=f4f54a850da14f27a6e2b44603fe8013,1977,0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,audio_features,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/tracks/7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z,371413,4,0,777
5LyfiK6iXEIBNEtcaGKohl,Jamming,Bob Marley & The Wailers,https://i.scdn.co/image/ab67616d0000b273811bfdc4f55b3a7484524aaf,,1977,0.935,0.479,11,-10.981,0,0.306,0.107,5.25e-05,0.118,0.773,123.644,audio_features,spotify:track:5LyfiK6iXEIBNEtcaGKohl,https://api.spotify.com/v1/tracks/5LyfiK6iXEIBNEtcaGKohl,https://api.spotify.com/v1/audio-analysis/5LyfiK6iXEIBNEtcaGKohl,211000,4,0,778
7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,Queen,https://i.scdn.co/image/ab67616d0000b273008b06ec71019afd70153889,,1978,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,audio_features,spotify:track:7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/tracks/7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/audio-analysis/7hQJA50XrCWABAu5v6QZ4i,209413,4,0,779
7zMUCLm1TN9o9JlLISztxO,Burning Love,Elvis Presley,https://i.scdn.co/image/ab67616d0000b273524e9e45a2e0067b8189a92e,https://p.scdn.co/mp3-preview/cdfad3ecd149e4843e9af7def31cf244a9511988?cid=f4f54a850da14f27a6e2b44603fe8013,1973,0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.283,0.972,143.549,audio_features,spotify:track:7zMUCLm1TN9o9JlLISztxO,https://api.spotify.com/v1/tracks/7zMUCLm1TN9o9JlLISztxO,https://api.spotify.com/v1/audio-analysis/7zMUCLm1TN9o9JlLISztxO,170293,4,0,780
43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,Thin Lizzy,https://i.scdn.co/image/ab67616d0000b273e8f69ab903901064b1f19249,,1976,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,audio_features,spotify:track:43DeSV93pJPT4lCZaWZ6b1,https://api.spotify.com/v1/tracks/43DeSV93pJPT4lCZaWZ6b1,https://api.spotify.com/v1/audio-analysis/43DeSV93pJPT4lCZaWZ6b1,266720,4,0,781
6zC0mpGYwbNTpk9SKwh08f,Wonderful Tonight,Eric Clapton,https://i.scdn.co/image/ab67616d0000b2736f093a6ae88a5ca8ed53b9f7,,1977,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,audio_features,spotify:track:6zC0mpGYwbNTpk9SKwh08f,https://api.spotify.com/v1/tracks/6zC0mpGYwbNTpk9SKwh08f,https://api.spotify.com/v1/audio-analysis/6zC0mpGYwbNTpk9SKwh08f,225027,4,0,782
5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Edison Lighthouse,https://i.scdn.co/image/ab67616d0000b2739a0011cc9d31cf969b656905,https://p.scdn.co/mp3-preview/7cf77688f02e03e242216149c4cc0b0742bbb7c1?cid=f4f54a850da14f27a6e2b44603fe8013,1970,0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,0.753,108.625,audio_features,spotify:track:5Ts1DYOuouQLgzTaisxWYh,https://api.spotify.com/v1/tracks/5Ts1DYOuouQLgzTaisxWYh,https://api.spotify.com/v1/audio-analysis/5Ts1DYOuouQLgzTaisxWYh,174760,4,0,784
7MRyJPksH3G2cXHN8UKYzP,American Girl,Tom Petty and the Heartbreakers,https://i.scdn.co/image/ab67616d0000b2737e42a53ea7f2ad4f36ab23a5,https://p.scdn.co/mp3-preview/6a41145d00ba7b00dfa2123b5c0ffec3cb5a5a3f?cid=f4f54a850da14f27a6e2b44603fe8013,1976,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,audio_features,spotify:track:7MRyJPksH3G2cXHN8UKYzP,https://api.spotify.com/v1/tracks/7MRyJPksH3G2cXHN8UKYzP,https://api.spotify.com/v1/audio-analysis/7MRyJPksH3G2cXHN8UKYzP,214733,4,0,785
1YYhDizHx7PnDhAhko6cDS,"Take Me Home, Country Roads - Original Version",John Denver,https://i.scdn.co/image/ab67616d0000b27334fb2b0117a542d515dc78d6,https://p.scdn.co/mp3-preview/c2ab971d183b0c08d1b0ec1f4cbc27c778c6ce13?cid=f4f54a850da14f27a6e2b44603fe8013,1971,0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,audio_features,spotify:track:1YYhDizHx7PnDhAhko6cDS,https://api.spotify.com/v1/tracks/1YYhDizHx7PnDhAhko6cDS,https://api.spotify.com/v1/audio-analysis/1YYhDizHx7PnDhAhko6cDS,190160,4,0,786
3lh3iiiJeiBXHSZw6u0kh6,Into the Mystic - 2013 Remaster,Van Morrison,https://i.scdn.co/image/ab67616d0000b273d828b182ee9b7193a0f8b5d6,https://p.scdn.co/mp3-preview/5675faf2ba87fb6100108d46625490f3454e6a85?cid=f4f54a850da14f27a6e2b44603fe8013,1970,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204,audio_features,spotify:track:3lh3iiiJeiBXHSZw6u0kh6,https://api.spotify.com/v1/tracks/3lh3iiiJeiBXHSZw6u0kh6,https://api.spotify.com/v1/audio-analysis/3lh3iiiJeiBXHSZw6u0kh6,205613,4,0,787
0PDCewmZCp0P5s00bptcdd,This Will Be (An Everlasting Love),Natalie Cole,https://i.scdn.co/image/ab67616d0000b27379e5e2b1860079d662a9bb76,,1975,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,audio_features,spotify:track:0PDCewmZCp0P5s00bptcdd,https://api.spotify.com/v1/tracks/0PDCewmZCp0P5s00bptcdd,https://api.spotify.com/v1/audio-analysis/0PDCewmZCp0P5s00bptcdd,171960,4,0,788
